entrada,pessoas,umidade,temperatura,resposta
0,0,86.0,26.4,80.55555555555556
1,0,86.0,26.4,80.55555555555556
2,0,86.0,26.4,80.55555555555556
3,0,86.0,26.4,80.55555555555556
4,0,86.0,26.4,80.55555555555556
5,0,86.0,26.4,80.55555555555556
6,0,86.0,26.4,80.55555555555556
7,0,86.0,26.4,80.55555555555556
8,0,86.0,26.4,80.55555555555556
9,0,86.0,26.4,80.55555555555556
10,0,86.0,26.4,80.55555555555556
11,0,86.0,26.4,80.55555555555556
12,0,86.0,26.4,80.55555555555556
13,0,86.0,26.4,80.55555555555556
14,0,86.0,26.4,80.55555555555556
15,0,86.0,26.4,80.55555555555556
16,0,86.0,26.4,80.55555555555556
17,0,86.0,26.4,80.55555555555556
18,0,86.0,26.4,80.55555555555556
19,0,86.0,26.4,80.55555555555556
20,0,86.0,26.4,80.55555555555556
21,0,86.0,26.4,80.55555555555556
22,0,86.0,26.4,80.55555555555556
23,0,86.0,26.4,80.55555555555556
24,0,86.0,26.4,80.55555555555556
25,0,86.0,26.4,80.55555555555556
26,0,86.0,26.4,80.55555555555556
27,0,86.0,26.4,80.55555555555556
28,0,86.0,26.4,80.55555555555556
29,0,86.0,26.4,80.55555555555556
30,0,86.0,26.4,80.55555555555556
31,0,86.0,26.4,80.55555555555556
32,0,86.0,26.4,80.55555555555556
33,0,86.0,26.4,80.55555555555556
34,0,86.0,26.4,80.55555555555556
35,0,86.0,26.4,80.55555555555556
36,0,86.0,26.4,80.55555555555556
37,0,86.0,26.4,80.55555555555556
38,0,86.0,26.4,80.55555555555556
39,0,86.0,26.4,80.55555555555556
40,0,86.0,26.4,80.55555555555556
41,0,86.0,26.4,80.55555555555556
42,0,86.0,26.4,80.55555555555556
43,0,86.0,26.4,80.55555555555556
44,0,86.0,26.4,80.55555555555556
45,0,86.0,26.4,80.55555555555556
46,0,86.0,26.4,80.55555555555556
47,0,86.0,26.4,80.55555555555556
48,0,86.0,26.4,80.55555555555556
49,0,86.0,26.4,80.55555555555556
50,0,86.0,26.4,80.55555555555556
51,0,86.0,26.4,80.55555555555556
