,pessoas,umidade,resposta
80,0,56.0,67.66727835760982
81,0,56.0,67.66727835760982
82,0,56.0,67.66727835760982
83,0,56.0,67.66727835760982
84,0,56.0,67.66727835760982
85,0,56.0,67.66727835760982
86,0,56.0,67.66727835760982
87,0,56.0,67.66727835760982
88,0,56.0,67.66727835760982
89,0,56.0,67.66727835760982
90,0,56.0,67.66727835760982
91,0,56.0,67.66727835760982
92,0,56.0,67.66727835760982
93,0,56.0,67.66727835760982
94,0,56.0,67.66727835760982
95,0,56.0,67.66727835760982
96,0,56.0,67.66727835760982
97,0,56.0,67.66727835760982
98,0,56.0,67.66727835760982
99,0,56.0,67.66727835760982
100,0,56.0,67.66727835760982
101,0,56.0,67.66727835760982
102,0,56.0,67.66727835760982
103,0,56.0,67.66727835760982
104,0,56.0,67.66727835760982
105,0,56.0,67.66727835760982
106,0,56.0,67.66727835760982
107,0,56.0,67.66727835760982
108,0,56.0,67.66727835760982
109,0,56.0,67.66727835760982
110,0,56.0,67.66727835760982
111,0,56.0,67.66727835760982
112,0,56.0,67.66727835760982
113,0,56.0,67.66727835760982
114,0,56.0,67.66727835760982
115,0,56.0,67.66727835760982
116,0,56.0,67.66727835760982
117,0,56.0,67.66727835760982
118,0,56.0,67.66727835760982
119,0,56.0,67.66727835760982
120,0,56.0,67.66727835760982
121,0,56.0,67.66727835760982
122,0,56.0,67.66727835760982
123,0,56.0,67.66727835760982
124,0,56.0,67.66727835760982
125,0,56.0,67.66727835760982
126,0,56.0,67.66727835760982
127,0,56.0,67.66727835760982
128,0,56.0,67.66727835760982
129,0,56.0,67.66727835760982
130,0,56.0,67.66727835760982
131,0,56.0,67.66727835760982
132,0,56.0,67.66727835760982
133,0,56.0,67.66727835760982
134,0,56.0,67.66727835760982
135,0,56.0,67.66727835760982
136,0,56.0,67.66727835760982
137,0,56.0,67.66727835760982
138,0,56.0,67.66727835760982
139,0,56.0,67.66727835760982
140,0,56.0,67.66727835760982
141,0,56.0,67.66727835760982
142,0,56.0,67.66727835760982
143,0,56.0,67.66727835760982
144,0,56.0,67.66727835760982
145,0,56.0,67.66727835760982
146,0,56.0,67.66727835760982
147,0,56.0,67.66727835760982
148,0,56.0,67.66727835760982
149,0,56.0,67.66727835760982
150,0,56.0,67.66727835760982
151,0,56.0,67.66727835760982
152,0,56.0,67.66727835760982
153,0,56.0,67.66727835760982
154,0,56.0,67.66727835760982
155,0,56.0,67.66727835760982
156,0,56.0,67.66727835760982
157,0,56.0,67.66727835760982
158,0,56.0,67.66727835760982
159,0,56.0,67.66727835760982
160,0,56.0,67.66727835760982
161,0,56.0,67.66727835760982
162,0,56.0,67.66727835760982
163,0,56.0,67.66727835760982
164,0,56.0,67.66727835760982
165,0,56.0,67.66727835760982
166,0,56.0,67.66727835760982
167,0,56.0,67.66727835760982
168,0,56.0,67.66727835760982
169,0,56.0,67.66727835760982
170,0,56.0,67.66727835760982
171,0,56.0,67.66727835760982
172,0,56.0,67.66727835760982
173,0,56.0,67.66727835760982
174,0,56.0,67.66727835760982
175,0,56.0,67.66727835760982
176,0,56.0,67.66727835760982
177,0,56.0,67.66727835760982
178,0,56.0,67.66727835760982
179,0,56.0,67.66727835760982
180,0,56.0,67.66727835760982
181,0,56.0,67.66727835760982
182,0,56.0,67.66727835760982
183,0,56.0,67.66727835760982
184,0,56.0,67.66727835760982
185,0,56.0,67.66727835760982
186,0,56.0,67.66727835760982
187,0,56.0,67.66727835760982
188,0,56.0,67.66727835760982
189,0,56.0,67.66727835760982
190,0,56.0,67.66727835760982
191,0,56.0,67.66727835760982
192,0,56.0,67.66727835760982
193,0,56.0,67.66727835760982
194,0,56.0,67.66727835760982
195,0,56.0,67.66727835760982
196,0,56.0,67.66727835760982
197,0,56.0,67.66727835760982
198,0,56.0,67.66727835760982
199,0,56.0,67.66727835760982
200,0,56.0,67.66727835760982
201,0,56.0,67.66727835760982
202,0,56.0,67.66727835760982
203,0,56.0,67.66727835760982
204,0,56.0,67.66727835760982
205,0,56.0,67.66727835760982
206,0,56.0,67.66727835760982
207,0,56.0,67.66727835760982
208,0,56.0,67.66727835760982
209,0,56.0,67.66727835760982
210,0,56.0,67.66727835760982
211,0,56.0,67.66727835760982
212,0,56.0,67.66727835760982
213,0,56.0,67.66727835760982
214,0,56.0,67.66727835760982
215,0,56.0,67.66727835760982
216,0,56.0,67.66727835760982
217,0,56.0,67.66727835760982
218,0,56.0,67.66727835760982
219,0,56.0,67.66727835760982
220,0,56.0,67.66727835760982
221,0,56.0,67.66727835760982
222,0,56.0,67.66727835760982
223,0,56.0,67.66727835760982
224,0,56.0,67.66727835760982
225,0,56.0,67.66727835760982
226,0,56.0,67.66727835760982
227,0,56.0,67.66727835760982
228,0,56.0,67.66727835760982
229,0,56.0,67.66727835760982
230,0,56.0,67.66727835760982
231,0,56.0,67.66727835760982
232,0,56.0,67.66727835760982
233,0,56.0,67.66727835760982
234,0,56.0,67.66727835760982
235,0,56.0,67.66727835760982
236,0,56.0,67.66727835760982
237,0,56.0,67.66727835760982
238,0,56.0,67.66727835760982
239,0,56.0,67.66727835760982
240,0,56.0,67.66727835760982
241,0,56.0,67.66727835760982
242,0,56.0,67.66727835760982
243,0,56.0,67.66727835760982
244,0,56.0,67.66727835760982
245,0,56.0,67.66727835760982
246,0,56.0,67.66727835760982
247,0,56.0,67.66727835760982
248,0,56.0,67.66727835760982
249,0,56.0,67.66727835760982
250,0,56.0,67.66727835760982
251,0,56.0,67.66727835760982
252,0,56.0,67.66727835760982
253,0,56.0,67.66727835760982
254,0,56.0,67.66727835760982
255,0,56.0,67.66727835760982
256,0,56.0,67.66727835760982
257,0,56.0,67.66727835760982
258,0,56.0,67.66727835760982
259,0,56.0,67.66727835760982
260,0,56.0,67.66727835760982
261,0,56.0,67.66727835760982
262,0,56.0,67.66727835760982
263,0,56.0,67.66727835760982
264,0,56.0,67.66727835760982
265,0,56.0,67.66727835760982
266,0,56.0,67.66727835760982
267,0,56.0,67.66727835760982
268,0,56.0,67.66727835760982
269,0,56.0,67.66727835760982
270,0,56.0,67.66727835760982
271,0,56.0,67.66727835760982
272,0,56.0,67.66727835760982
273,0,56.0,67.66727835760982
274,0,56.0,67.66727835760982
275,0,56.0,67.66727835760982
276,0,56.0,67.66727835760982
277,0,56.0,67.66727835760982
278,0,56.0,67.66727835760982
279,0,56.0,67.66727835760982
280,0,56.0,67.66727835760982
281,0,56.0,67.66727835760982
282,0,56.0,67.66727835760982
283,0,56.0,67.66727835760982
284,0,56.0,67.66727835760982
285,0,56.0,67.66727835760982
286,0,56.0,67.66727835760982
287,0,56.0,67.66727835760982
288,0,56.0,67.66727835760982
289,0,56.0,67.66727835760982
290,0,56.0,67.66727835760982
291,0,56.0,67.66727835760982
292,0,56.0,67.66727835760982
293,0,56.0,67.66727835760982
294,0,56.0,67.66727835760982
295,0,56.0,67.66727835760982
296,0,56.0,67.66727835760982
297,0,56.0,67.66727835760982
298,0,56.0,67.66727835760982
299,0,56.0,67.66727835760982
300,0,56.0,67.66727835760982
301,0,56.0,67.66727835760982
302,0,56.0,67.66727835760982
303,0,56.0,67.66727835760982
304,0,56.0,67.66727835760982
305,0,56.0,67.66727835760982
306,0,56.0,67.66727835760982
307,0,56.0,67.66727835760982
308,0,56.0,67.66727835760982
309,0,56.0,67.66727835760982
310,0,56.0,67.66727835760982
311,0,56.0,67.66727835760982
312,0,56.0,67.66727835760982
313,0,56.0,67.66727835760982
314,0,56.0,67.66727835760982
315,0,56.0,67.66727835760982
316,0,56.0,67.66727835760982
317,0,56.0,67.66727835760982
318,0,56.0,67.66727835760982
319,0,56.0,67.66727835760982
320,0,56.0,67.66727835760982
321,0,56.0,67.66727835760982
322,0,56.0,67.66727835760982
323,0,56.0,67.66727835760982
324,0,56.0,67.66727835760982
325,0,56.0,67.66727835760982
326,0,56.0,67.66727835760982
327,0,56.0,67.66727835760982
328,0,56.0,67.66727835760982
329,0,56.0,67.66727835760982
330,0,56.0,67.66727835760982
331,0,56.0,67.66727835760982
332,0,56.0,67.66727835760982
333,0,56.0,67.66727835760982
334,0,56.0,67.66727835760982
335,0,56.0,67.66727835760982
336,0,56.0,67.66727835760982
337,0,56.0,67.66727835760982
338,0,56.0,67.66727835760982
339,0,56.0,67.66727835760982
340,0,56.0,67.66727835760982
341,0,56.0,67.66727835760982
342,0,56.0,67.66727835760982
343,0,56.0,67.66727835760982
344,0,56.0,67.66727835760982
345,0,56.0,67.66727835760982
346,0,56.0,67.66727835760982
347,0,56.0,67.66727835760982
348,0,56.0,67.66727835760982
349,0,56.0,67.66727835760982
350,0,56.0,67.66727835760982
351,0,56.0,67.66727835760982
352,0,56.0,67.66727835760982
353,0,56.0,67.66727835760982
354,0,56.0,67.66727835760982
355,0,56.0,67.66727835760982
356,0,56.0,67.66727835760982
357,0,56.0,67.66727835760982
358,0,56.0,67.66727835760982
359,0,56.0,67.66727835760982
360,0,56.0,67.66727835760982
361,0,56.0,67.66727835760982
362,0,56.0,67.66727835760982
363,0,56.0,67.66727835760982
364,0,56.0,67.66727835760982
365,0,56.0,67.66727835760982
366,0,56.0,67.66727835760982
367,0,56.0,67.66727835760982
368,0,56.0,67.66727835760982
369,0,56.0,67.66727835760982
370,0,56.0,67.66727835760982
371,0,56.0,67.66727835760982
372,0,56.0,67.66727835760982
373,0,56.0,67.66727835760982
374,0,56.0,67.66727835760982
375,0,56.0,67.66727835760982
376,0,56.0,67.66727835760982
377,0,56.0,67.66727835760982
378,0,56.0,67.66727835760982
379,1,56.0,50.00000000000002
380,1,56.0,50.00000000000002
381,1,56.0,50.00000000000002
382,1,56.0,50.00000000000002
383,1,56.0,50.00000000000002
384,1,56.0,50.00000000000002
385,1,56.0,50.00000000000002
386,1,56.0,50.00000000000002
387,1,56.0,50.00000000000002
388,1,56.0,50.00000000000002
389,1,55.0,50.00000000000002
390,1,55.0,50.00000000000002
391,1,55.0,50.00000000000002
392,1,55.0,50.00000000000002
393,1,55.0,50.00000000000002
394,1,55.0,50.00000000000002
395,1,55.0,50.00000000000002
396,1,55.0,50.00000000000002
397,1,55.0,50.00000000000002
398,1,55.0,50.00000000000002
399,1,55.0,50.00000000000002
400,1,55.0,50.00000000000002
401,1,55.0,50.00000000000002
402,1,55.0,50.00000000000002
403,1,55.0,50.00000000000002
404,1,55.0,50.00000000000002
405,1,55.0,50.00000000000002
406,1,55.0,50.00000000000002
407,1,55.0,50.00000000000002
408,1,55.0,50.00000000000002
409,1,55.0,50.00000000000002
